SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,SecondTest,Score
CE.DMX91517,91517,ĐML_BDU_TDM - 322 Đại Lộ Bình Dương,Miền Đông 1,,,0,0
CE.DMX93316,93316,ĐML_BDU_TDM - 322 Đại Lộ Bình Dương,Miền Đông 1,,,0,0
CE.DMX93327,93327,ĐML_BDU_TDM - 322 Đại Lộ Bình Dương,Miền Đông 1,,,0,0
CE.DMX15923,15923,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX11843,11843,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX25549,25549,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX26747,26747,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX28271,28271,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX31428,31428,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX47026,47026,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX48488,48488,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX48930,48930,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX55954,55954,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX60696,60696,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX79363,79363,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX85872,85872,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX85873,85873,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX90817,90817,ĐML_BDU_TDM - 566 Phú Hòa,Miền Đông 1,,,0,0
CE.DMX38047,38047,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX40530,40530,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX42031,42031,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX45367,45367,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX47067,47067,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX58957,58957,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX80748,80748,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX81966,81966,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX88907,88907,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX92348,92348,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX97655,97655,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX132012,132012,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX133947,133947,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX138996,138996,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX139003,139003,ĐML_BDU_TUY - Khánh Bình,Miền Đông 1,,,0,0
CE.DMX5377,5377,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX9210,9210,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX9222,9222,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX20412,20412,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX33112,33112,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX44649,44649,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX47484,47484,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX47494,47494,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX47499,47499,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX48911,48911,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX55140,55140,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX69795,69795,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX69796,69796,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX69797,69797,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX78755,78755,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX87687,87687,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX103813,103813,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX114627,114627,ĐML_DON_BHO - 1300 Nguyễn Ái Quốc (Tân Phong),Miền Đông 1,,,0,0
CE.DMX9240,9240,ĐML_DON_BHO - 15 Bùi Văn Hòa,Miền Đông 1,,,0,0
CE.DMX13562,13562,ĐML_DON_BHO - 15 Bùi Văn Hòa,Miền Đông 1,,,0,0
CE.DMX44654,44654,ĐML_DON_BHO - 15 Bùi Văn Hòa,Miền Đông 1,,,0,0
CE.DMX54354,54354,ĐML_DON_BHO - 15 Bùi Văn Hòa,Miền Đông 1,,,0,0
CE.DMX59973,59973,ĐML_DON_BHO - 15 Bùi Văn Hòa,Miền Đông 1,,,0,0
CE.DMX3683,3683,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX8947,8947,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX9940,9940,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX17202,17202,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX21598,21598,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX28536,28536,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX28549,28549,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX32508,32508,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX47491,47491,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX47522,47522,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX48924,48924,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX51269,51269,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX54593,54593,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX57676,57676,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX59579,59579,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX63335,63335,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX74864,74864,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX87648,87648,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX90745,90745,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX92405,92405,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX92407,92407,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX103800,103800,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX104487,104487,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX138447,138447,ĐML_DON_BHO - 205C Phạm Văn Thuận,Miền Đông 1,,,0,0
CE.DMX12124,12124,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX29542,29542,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX33052,33052,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX33919,33919,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX33924,33924,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX33930,33930,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX38768,38768,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX41728,41728,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX47512,47512,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX55896,55896,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX55899,55899,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX74132,74132,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX76701,76701,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX84984,84984,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX90628,90628,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX94341,94341,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX112863,112863,ĐML_DON_DQU - Định Quán,Miền Đông 1,,,0,0
CE.DMX1116,1116,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX7903,7903,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX15029,15029,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX16657,16657,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX23548,23548,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX23553,23553,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX23557,23557,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX23666,23666,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX24464,24464,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX27577,27577,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX33590,33590,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX33918,33918,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX36679,36679,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX38779,38779,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX39569,39569,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX40151,40151,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX41395,41395,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX48471,48471,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX49796,49796,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX57734,57734,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX70188,70188,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX77934,77934,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX87645,87645,ĐML_DON_LKH - 16 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX15520,15520,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX30751,30751,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX46480,46480,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX50485,50485,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX51267,51267,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX52337,52337,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX70239,70239,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX85010,85010,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX90259,90259,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX90808,90808,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX92470,92470,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX104877,104877,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX113700,113700,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX115930,115930,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX139006,139006,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX139019,139019,ĐML_DON_LTH - 131 Phùng Hưng (Ngã 3 Thái Lan),Miền Đông 1,,,0,0
CE.DMX3817,3817,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX4146,4146,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX9194,9194,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX28523,28523,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX31130,31130,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX31451,31451,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX31995,31995,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX32015,32015,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX32017,32017,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX32979,32979,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX34217,34217,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX44535,44535,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX44951,44951,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX45317,45317,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX45333,45333,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX47016,47016,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX49896,49896,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
ce.dmx54381,54381,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX82487,82487,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX82497,82497,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX93412,93412,ĐML_DON_LTH - 570 Lê Duẩn,Miền Đông 1,,,0,0
CE.DMX5099,5099,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX10589,10589,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX22591,22591,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX44249,44249,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX44251,44251,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX44261,44261,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX44266,44266,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX55226,55226,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX58446,58446,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX63347,63347,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX82496,82496,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX82498,82498,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX95426,95426,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX101341,101341,ĐML_DON_NTR - 104 Tôn Đức Thắng,Miền Đông 1,,,0,0
CE.DMX8973,8973,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX18101,18101,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX23835,23835,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX47502,47502,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX47888,47888,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX54349,54349,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX55669,55669,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX65902,65902,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX82501,82501,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX84948,84948,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX92397,92397,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX95474,95474,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX137572,137572,ĐML_DON_TBO - 16 Quốc Lộ 1A (Trung Hòa),Miền Đông 1,,,0,0
CE.DMX13089,13089,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX15916,15916,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX47501,47501,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX82466,82466,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX82469,82469,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX82475,82475,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX82477,82477,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX85804,85804,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX85831,85831,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX103758,103758,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX107854,107854,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX117032,117032,ĐML_DON_TBO - 76 Đường 3/2,Miền Đông 1,,,0,0
CE.DMX3848,3848,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX20413,20413,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX24032,24032,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX25769,25769,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX38765,38765,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX40146,40146,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX40148,40148,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX40161,40161,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX48925,48925,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX53678,53678,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX54348,54348,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX60312,60312,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX70912,70912,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX78109,78109,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX84954,84954,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX84960,84960,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX84991,84991,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX102088,102088,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX105448,105448,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX107864,107864,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX115293,115293,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX117422,117422,ĐML_DON_TBO - Ngã 3 Trị An,Miền Đông 1,,,0,0
CE.DMX5811,5811,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX23562,23562,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX35769,35769,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX35771,35771,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX35777,35777,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX47515,47515,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX60318,60318,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX106513,106513,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX138491,138491,ĐML_DON_TNH - 1/4 Quốc Lộ 20 (Gia Kiệm),Miền Đông 1,,,0,0
CE.DMX16049,16049,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX19312,19312,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX26340,26340,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX32074,32074,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX41207,41207,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX55402,55402,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX56023,56023,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX79011,79011,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX102985,102985,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX107865,107865,ĐML_DON_VCU - Thạnh Phú,Miền Đông 1,,,0,0
CE.DMX22924,22924,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX24455,24455,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX77190,77190,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX81574,81574,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX81575,81575,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX82581,82581,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX84113,84113,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX130300,130300,ĐML_DON_XLO - 11 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX6162,6162,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX16652,16652,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX27585,27585,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX27624,27624,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX28912,28912,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX37558,37558,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX59280,59280,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX94378,94378,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX105440,105440,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX107052,107052,ĐML_TNI_GDA - Quốc Lộ 22B (Gò Dầu),Miền Đông 1,,,0,0
CE.DMX14374,14374,ĐML_TNI_HTH - 54 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX16800,16800,ĐML_TNI_HTH - 54 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX16915,16915,ĐML_TNI_HTH - 54 Hùng Vương,Miền Đông 1,,,0,0
CE.DMX17056,17056,ĐML_TNI_HTH - 54 Hùng Vương,Miền Đông 1,,,0,0
