SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,SecondTest,Score
CE.DMX71083,71083,ĐMM_HCM_Q12 - 597 Hà Huy Giáp,Miền Hồ Chí Minh,,,0,0
CE.DMX116025,116025,ĐMM_HCM_Q12 - 597 Hà Huy Giáp,Miền Hồ Chí Minh,,,0,0
CE.DMX20504,20504,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX45283,45283,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX45955,45955,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX52425,52425,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX52441,52441,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX53650,53650,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX55212,55212,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX58642,58642,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX68080,68080,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX71094,71094,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX88394,88394,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX99471,99471,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX102906,102906,ĐMM_HCM_Q12 - 787 Quốc lộ 1A (Thạnh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX5162,5162,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX20979,20979,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX24992,24992,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX27963,27963,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX48074,48074,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX62685,62685,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX78635,78635,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX84013,84013,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX84910,84910,ĐMM_HCM_TBI - 650 Trường Chinh,Miền Hồ Chí Minh,,,0,0
CE.DMX33297,33297,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX24814,24814,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX52510,52510,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX59512,59512,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX59940,59940,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX77911,77911,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX80436,80436,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX138462,138462,ĐMM_HCM_TDU - 1241 Nguyễn Duy Trinh,Miền Hồ Chí Minh,,,0,0
CE.DMX82604,82604,ĐMM_HCM_TDU - 171 Đỗ Xuân Hợp,Miền Hồ Chí Minh,,,0,0
CE.DMX107190,107190,ĐMM_HCM_TDU - 171 Đỗ Xuân Hợp,Miền Hồ Chí Minh,,,0,0
CE.DMX108776,108776,ĐMM_HCM_TDU - 171 Đỗ Xuân Hợp,Miền Hồ Chí Minh,,,0,0
CE.DMX38764,38764,ĐMM_HCM_TDU - 178 Lã Xuân Oai,Miền Hồ Chí Minh,,,0,0
CE.DMX62998,62998,ĐMM_HCM_TDU - 178 Lã Xuân Oai,Miền Hồ Chí Minh,,,0,0
CE.DMX82600,82600,ĐMM_HCM_TDU - 178 Lã Xuân Oai,Miền Hồ Chí Minh,,,0,0
CE.DMX82652,82652,ĐMM_HCM_TDU - 178 Lã Xuân Oai,Miền Hồ Chí Minh,,,0,0
CE.DMX83593,83593,ĐMM_HCM_TDU - 178 Lã Xuân Oai,Miền Hồ Chí Minh,,,0,0
CE.DMX4991,4991,ĐMM_HCM_TDU - 196 Hoàng Diệu 2,Miền Hồ Chí Minh,,,0,0
CE.DMX47433,47433,ĐMM_HCM_TDU - 196 Hoàng Diệu 2,Miền Hồ Chí Minh,,,0,0
CE.DMX59589,59589,ĐMM_HCM_TDU - 196 Hoàng Diệu 2,Miền Hồ Chí Minh,,,0,0
CE.DMX106551,106551,ĐMM_HCM_TDU - 196 Hoàng Diệu 2,Miền Hồ Chí Minh,,,0,0
CE.DMX132601,132601,ĐMM_HCM_TDU - 196 Hoàng Diệu 2,Miền Hồ Chí Minh,,,0,0
CE.DMX23921,23921,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX43478,43478,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX59197,59197,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX59944,59944,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX69401,69401,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX78376,78376,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX78387,78387,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX99404,99404,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX108831,108831,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX117049,117049,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX137519,137519,ĐMM_HCM_TDU - 250 Nguyễn Văn Tăng,Miền Hồ Chí Minh,,,0,0
CE.DMX132019,132019,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX13718,13718,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX57649,57649,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX71484,71484,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX80696,80696,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX94459,94459,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX94481,94481,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX107058,107058,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX107853,107853,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX107858,107858,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX130728,130728,ĐMM_HCM_TDU - 43 Quốc Lộ 1K (Linh Xuân),Miền Hồ Chí Minh,,,0,0
CE.DMX20690,20690,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX36420,36420,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX60510,60510,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX73974,73974,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX90177,90177,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX90269,90269,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX90273,90273,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX103822,103822,ĐMM_HCM_TDU - 542 Tỉnh Lộ 43,Miền Hồ Chí Minh,,,0,0
CE.DMX24295,24295,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX32575,32575,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX110710,110710,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX111549,111549,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX112193,112193,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX133425,133425,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX139578,139578,ĐMM_HCM_TDU - 578 Nguyễn Thị Định,Miền Hồ Chí Minh,,,0,0
CE.DMX30616,30616,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX42653,42653,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX43660,43660,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX59534,59534,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX66104,66104,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX70197,70197,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX113765,113765,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX132598,132598,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX133902,133902,ĐMM_HCM_TDU - 584 Kha Vạn Cân,Miền Hồ Chí Minh,,,0,0
CE.DMX22057,22057,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX58882,58882,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX83585,83585,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX108252,108252,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX117039,117039,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX132027,132027,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX132030,132030,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX132609,132609,ĐMM_HCM_TDU - 632 Quốc Lộ 13,Miền Hồ Chí Minh,,,0,0
CE.DMX27416,27416,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX63673,63673,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX132024,132024,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX132025,132025,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX132026,132026,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX132602,132602,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX132610,132610,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX133292,133292,ĐMM_HCM_TDU - 86 Tô Ngọc Vân,Miền Hồ Chí Minh,,,0,0
CE.DMX56000,56000,ĐMM_HCM_TDU - Liên Phường,Miền Hồ Chí Minh,,,0,0
CE.DMX109953,109953,ĐMM_HCM_TDU - Liên Phường,Miền Hồ Chí Minh,,,0,0
CE.DMX24294,24294,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX70673,70673,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX71497,71497,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX99427,99427,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX99446,99446,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX112217,112217,ĐMM_HCM_TPH - 113 Gò Dầu,Miền Hồ Chí Minh,,,0,0
CE.DMX36097,36097,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX98549,98549,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX104344,104344,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX17779,17779,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX20603,20603,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX34167,34167,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX109352,109352,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX111541,111541,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX117463,117463,ĐMM_HCM_TPH - 452A Lũy Bán Bích,Miền Hồ Chí Minh,,,0,0
CE.DMX104403,104403,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX112167,112167,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX35617,35617,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX43601,43601,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX68052,68052,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX95527,95527,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX107813,107813,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX156759,156759,ĐMM_HCM_TPH - 46 Đường CN1,Miền Hồ Chí Minh,,,0,0
CE.DMX23449,23449,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX24952,24952,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX36093,36093,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX39182,39182,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX48864,48864,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX55182,55182,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX62677,62677,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX62680,62680,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX88966,88966,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX89653,89653,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX89655,89655,ĐMM_HCM_TPH - 6A Nguyễn Sơn,Miền Hồ Chí Minh,,,0,0
CE.DMX15865,15865,ĐMS_HCM_CCH - 457 Tỉnh Lộ 7,Miền Hồ Chí Minh,,,0,0
CE.DMX47022,47022,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX56165,56165,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX57732,57732,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX70237,70237,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX77906,77906,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX79388,79388,ĐMS_HCM_TDU - 266 Long Phước,Miền Hồ Chí Minh,,,0,0
CE.DMX30365,30365,ĐML_KHH_CRA - 2005A Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX30376,30376,ĐML_KHH_CRA - 2005A Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX105813,105813,ĐML_KHH_CRA - 2005A Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX111245,111245,ĐML_KHH_CRA - 2005A Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX118148,118148,ĐML_KHH_CRA - 2005A Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX19466,19466,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX30369,30369,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX30729,30729,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX30735,30735,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX45578,45578,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX46309,46309,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX63958,63958,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX84870,84870,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX133467,133467,ĐML_KHH_CRA - 2437 Đại Lộ Hùng Vương,Miền Nam Trung Bộ,,,0,0
CE.DMX14920,14920,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX25832,25832,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX47382,47382,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX53879,53879,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX73652,73652,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX76877,76877,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX94365,94365,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX94366,94366,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX109284,109284,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX130296,130296,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX135967,135967,ĐML_KHH_NHO - Ninh Hiệp,Miền Nam Trung Bộ,,,0,0
CE.DMX9523,9523,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX26239,26239,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX28286,28286,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX31470,31470,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX35058,35058,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX45586,45586,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX63018,63018,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX63019,63019,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX64565,64565,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX64567,64567,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX65425,65425,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX65427,65427,ĐML_KHH_NTR - 10 Đường 2/4,Miền Nam Trung Bộ,,,0,0
CE.DMX14964,14964,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX21680,21680,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX45791,45791,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX63017,63017,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX63027,63027,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX63638,63638,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX65424,65424,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX68401,68401,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX86869,86869,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX100433,100433,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX100435,100435,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX102922,102922,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX107666,107666,ĐML_KHH_NTR - 17 Thái Nguyên,Miền Nam Trung Bộ,,,0,0
CE.DMX10264,10264,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX26005,26005,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX26008,26008,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX26009,26009,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX26019,26019,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX29873,29873,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX56184,56184,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX58742,58742,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX58743,58743,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX58747,58747,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
ce.dmx58750,58750,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX58753,58753,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX59358,59358,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX93394,93394,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX102035,102035,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX102039,102039,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX103754,103754,ĐML_KHH_NTR - 582 Lê Hồng Phong,Miền Nam Trung Bộ,,,0,0
CE.DMX11427,11427,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX20658,20658,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX26127,26127,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX26134,26134,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX26136,26136,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX26139,26139,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX27054,27054,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX27082,27082,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX39966,39966,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX44246,44246,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX45530,45530,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX45556,45556,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
CE.DMX45561,45561,ĐML_NTH_PRA - 279 Ngô Gia Tự,Miền Nam Trung Bộ,,,0,0
